qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qcovs
AMP_0186,CUV03093.1,65.625,32,11,0,3,34,225,256,8.10e-05,43.1,75
AMP_0186,EBM95793.1,61.29,31,12,0,3,33,209,239,8.71e-05,43.1,70.97
AMP_0186,EBM57381.1,61.29,31,12,0,3,33,208,238,8.87e-05,43.1,70.97
AMP_0186,SUZ64453.1,65.625,32,11,0,3,34,241,272,8.95e-05,43.1,75
AMP_0186,SUZ95719.1,65.625,32,11,0,3,34,241,272,9.04e-05,43.1,75
AMP_0186,ECC45654.1,61.29,31,12,0,3,33,194,224,9.23e-05,43.1,70.97
AMP_0186,EBN02516.1,61.29,31,12,0,3,33,242,272,1.00e-04,42.7,70.97
AMP_0186,EBD63655.1,58.065,31,13,0,3,33,48,78,1.10e-04,41.2,70.97
AMP_0186,MNU06954.1,61.29,31,11,1,6,36,19,48,1.15e-04,40.4,87.1
AMP_0186,GAG60828.1,55.556,36,16,0,3,38,105,140,1.24e-04,42,72.22
AMP_0186,MDT4844802.1,60.606,33,12,1,6,38,243,274,1.24e-04,42.7,84.85
AMP_0186,SVC22661.1,61.765,34,13,0,3,36,132,165,1.25e-04,42.4,70.59
AMP_0193,SVC53184.1,72.414,29,8,0,1,29,12,40,2.89e-05,41.2,79.31
AMP_0193,SUZ85940.1,84,25,4,0,4,28,1,25,3.43e-05,40.8,92
AMP_0193,CAB4765477.1,84,25,4,0,4,28,13,37,0.004,35.8,84
AMP_0193,MNI64648.1,76,25,6,0,4,28,48,72,0.005,36.6,80
AMP_0193,ETJ19659.1,76.923,26,6,0,4,29,13,38,0.029,33.9,76.92
AMP_0202,EJW89417.1,90.909,22,2,0,1,22,1,22,3.30e-06,43.1,100
AMP_0202,ECI83579.1,90.909,22,2,0,1,22,1,22,2.35e-05,41.6,95.45
AMP_0202,MOA29936.1,90.909,22,2,0,1,22,1,22,3.33e-05,42.4,95.45
AMP_0202,MNU83722.1,86.364,22,3,0,1,22,1,22,5.35e-05,41.6,95.45
AMP_0202,CAN5255428.1,86.364,22,3,0,1,22,1,22,5.80e-05,41.6,95.45
AMP_0202,EBO43263.1,86.364,22,3,0,1,22,1,22,5.89e-05,41.6,95.45
AMP_0202,MNT69909.1,86.364,22,3,0,1,22,1,22,6.21e-05,41.6,95.45
AMP_0202,CAN5510077.1,86.364,22,3,0,1,22,1,22,6.21e-05,41.6,95.45
AMP_0202,MCY1167572.1,86.364,22,3,0,1,22,1,22,6.41e-05,41.6,95.45
AMP_0202,MCY1309636.1,86.364,22,3,0,1,22,1,22,6.48e-05,41.6,95.45
AMP_0202,MCY1209899.1,86.364,22,3,0,1,22,1,22,6.55e-05,41.6,95.45
AMP_0202,MDT4847888.1,86.364,22,3,0,1,22,1,22,6.55e-05,41.6,95.45
AMP_0202,ECY00843.1,86.364,22,3,0,1,22,1,22,6.55e-05,41.6,95.45
AMP_0202,CAN5590093.1,86.364,22,3,0,1,22,1,22,6.66e-05,41.6,95.45
AMP_0202,CAN5712553.1,86.364,22,3,0,1,22,1,22,6.91e-05,41.2,95.45
AMP_0202,ECH07894.1,86.364,22,3,0,1,22,1,22,6.94e-05,41.6,95.45
AMP_0202,EBP12550.1,86.364,22,3,0,1,22,1,22,6.94e-05,41.6,95.45
AMP_0202,CAN5920664.1,86.364,22,3,0,1,22,1,22,6.95e-05,41.2,95.45
AMP_0202,CAN5591598.1,86.364,22,3,0,1,22,1,22,6.98e-05,41.2,95.45
AMP_0202,EBO69133.1,86.364,22,3,0,1,22,1,22,7.36e-05,41.2,95.45
AMP_0202,MPN16763.1,81.818,22,4,0,1,22,1,22,1.49e-04,40.4,95.45
AMP_0202,ECB18238.1,81.818,22,4,0,1,22,1,22,1.86e-04,39.7,90.91
AMP_0202,ECV06662.1,86.364,22,3,0,1,22,1,22,2.03e-04,40,90.91
AMP_0202,ECU90316.1,86.364,22,3,0,1,22,1,22,2.25e-04,40,90.91
AMP_0202,CAN5380325.1,81.818,22,4,0,1,22,1,22,2.29e-04,40,90.91
AMP_0202,MNY84634.1,81.818,22,4,0,1,22,1,22,2.31e-04,40,90.91
AMP_0202,ECV04744.1,81.818,22,4,0,1,22,1,22,2.42e-04,40,90.91
AMP_0202,EBV94535.1,86.364,22,3,0,1,22,1,22,2.60e-04,39.3,90.91
AMP_0202,OIR17352.1,81.818,22,4,0,1,22,1,22,3.17e-04,39.7,90.91
AMP_0202,EBV26776.1,86.364,22,3,0,1,22,3,24,3.19e-04,39.7,90.91
AMP_0202,OIR09520.1,81.818,22,4,0,1,22,1,22,3.27e-04,39.7,90.91
AMP_0202,CAN5729021.1,81.818,22,4,0,1,22,1,22,3.34e-04,39.7,90.91
AMP_0202,EDI14194.1,77.273,22,5,0,1,22,1,22,3.92e-04,39.3,86.36
AMP_0202,EDF25066.1,77.273,22,5,0,1,22,2,23,4.14e-04,39.3,86.36
AMP_0202,VAW84829.1,81.818,22,4,0,1,22,1,22,4.69e-04,39.3,90.91
AMP_0202,OIQ72202.1,81.818,22,4,0,1,22,1,22,5.27e-04,39.3,90.91
AMP_0202,EDB10465.1,81.818,22,4,0,1,22,1,22,5.50e-04,38.9,90.91
AMP_0202,CAN5882458.1,81.818,22,4,0,1,22,1,22,6.10e-04,38.9,90.91
AMP_0202,SVA20646.1,81.818,22,4,0,1,22,1,22,6.12e-04,38.9,90.91
AMP_0202,CAN5728073.1,81.818,22,4,0,1,22,1,22,6.17e-04,38.9,90.91
AMP_0202,MNI35026.1,81.818,22,4,0,1,22,1,22,6.18e-04,38.9,90.91
AMP_0202,MCY1194752.1,81.818,22,4,0,1,22,1,22,6.45e-04,38.9,90.91
AMP_0202,VAW86596.1,81.818,22,4,0,1,22,1,22,6.45e-04,38.9,90.91
AMP_0202,EBH67028.1,77.273,22,5,0,1,22,1,22,7.10e-04,38.5,90.91
AMP_0202,VFR16718.1,81.818,22,4,0,1,22,1,22,7.89e-04,38.5,90.91
AMP_0202,ECB44081.1,72.727,22,6,0,1,22,2,23,8.26e-04,37.7,86.36
AMP_0202,EBX58159.1,77.273,22,5,0,1,22,1,22,0.001,38.1,90.91
AMP_0202,EBM17963.1,81.818,22,4,0,1,22,1,22,0.001,38.5,90.91
AMP_0202,EBJ39237.1,72.727,22,6,0,1,22,1,22,0.001,38.5,86.36
AMP_0202,ECY09731.1,77.273,22,5,0,1,22,1,22,0.001,38.5,90.91
AMP_0202,EBM68196.1,72.727,22,6,0,1,22,1,22,0.001,38.1,86.36
AMP_0202,ECM32039.1,72.727,22,6,0,1,22,3,24,0.001,38.5,86.36
AMP_0202,EBJ84492.1,72.727,22,6,0,1,22,3,24,0.001,38.1,86.36
AMP_0202,EBN89039.1,72.727,22,6,0,1,22,2,23,0.001,38.1,86.36
AMP_0202,ECE49618.1,72.727,22,6,0,1,22,1,22,0.001,38.1,86.36
AMP_0202,ECE74671.1,72.727,22,6,0,1,22,2,23,0.001,38.1,86.36
AMP_0202,ECI78416.1,77.273,22,5,0,1,22,2,23,0.001,38.1,86.36
AMP_0202,EDG38837.1,72.727,22,6,0,1,22,2,23,0.001,38.1,86.36
AMP_0202,EDA84126.1,72.727,22,6,0,1,22,1,22,0.001,38.1,86.36
AMP_0202,ECM53671.1,72.727,22,6,0,1,22,10,31,0.001,38.1,86.36
AMP_0202,EBN74022.1,72.727,22,6,0,1,22,1,22,0.001,38.1,86.36
AMP_0202,EBT44683.1,77.273,22,5,0,1,22,1,22,0.001,38.1,90.91
AMP_0202,MNK55646.1,81.818,22,4,0,1,22,1,22,0.001,37.7,86.36
AMP_0202,VAW91857.1,81.818,22,4,0,1,22,1,22,0.002,37.7,86.36
AMP_0202,EBO66635.1,77.273,22,5,0,1,22,1,22,0.002,37.7,90.91
AMP_0202,CAN5157532.1,81.818,22,4,0,1,22,1,22,0.002,37.7,86.36
AMP_0202,EBP00030.1,72.727,22,6,0,1,22,2,23,0.002,37.7,86.36
AMP_0202,EBK68768.1,72.727,22,6,0,1,22,4,25,0.002,37.7,86.36
AMP_0202,EBO47973.1,77.273,22,5,0,1,22,1,22,0.002,37,86.36
AMP_0202,CAI8439541.1,77.273,22,5,0,1,22,1,22,0.002,37.4,86.36
AMP_0202,EDA53410.1,77.273,22,5,0,1,22,1,22,0.003,37.4,86.36
AMP_0202,VAX08110.1,77.273,22,5,0,1,22,1,22,0.003,37.4,86.36
AMP_0202,OIQ96358.1,77.273,22,5,0,1,22,1,22,0.003,37,86.36
AMP_0202,MNC07436.1,77.273,22,5,0,1,22,1,22,0.003,37,86.36
AMP_0202,MNK15474.1,77.273,22,5,0,1,22,1,22,0.003,37,86.36
AMP_0202,MNM61668.1,77.273,22,5,0,1,22,1,22,0.003,37,86.36
AMP_0202,MCY1256753.1,77.273,22,5,0,1,22,1,22,0.003,37,86.36
AMP_0202,OIQ82709.1,77.273,22,5,0,1,22,1,22,0.003,37,86.36
AMP_0202,OIQ82868.1,77.273,22,5,0,1,22,1,22,0.003,37,86.36
AMP_0202,OIQ87657.1,77.273,22,5,0,1,22,1,22,0.003,37,86.36
AMP_0202,EBE88385.1,77.273,22,5,0,1,22,1,22,0.004,37,86.36
AMP_0202,CAN5450050.1,77.273,22,5,0,1,22,1,22,0.004,37,86.36
AMP_0202,CBH97527.1,77.273,22,5,0,1,22,1,22,0.004,37,86.36
AMP_0202,EBD15306.1,68.182,22,7,0,1,22,10,31,0.004,37,86.36
AMP_0202,EDE45257.1,76.19,21,5,0,2,22,1,21,0.006,36.2,90.48
AMP_0202,SVE01378.1,77.273,22,5,0,1,22,1,22,0.008,36.2,86.36
AMP_0202,CAI8401417.1,77.273,22,5,0,1,22,1,22,0.008,35.8,86.36
AMP_0202,EBV07903.1,68.182,22,7,0,1,22,1,22,0.008,35.8,86.36
AMP_0202,MBA7620680.1,72.727,22,6,0,1,22,1,22,0.01,35.8,81.82
AMP_0202,EBO35698.1,94.118,17,1,0,1,17,1,17,0.01,35.8,100
AMP_0202,MBA7466334.1,72.727,22,6,0,1,22,1,22,0.011,35.8,81.82
AMP_0202,ECY28790.1,72.727,22,6,0,1,22,1,22,0.012,35.4,86.36
AMP_0202,VAW33292.1,77.273,22,5,0,1,22,1,22,0.012,35.4,81.82
AMP_0202,EQD26517.1,77.273,22,5,0,1,22,1,22,0.012,35.4,81.82
AMP_0202,EDH47755.1,77.273,22,5,0,1,22,1,22,0.012,35.4,81.82
AMP_0202,EDE19852.1,88.235,17,2,0,1,17,1,17,0.014,35.4,100
AMP_0202,ECA30638.1,77.273,22,5,0,1,22,1,22,0.014,35,81.82
AMP_0202,VAW52210.1,72.727,22,6,0,1,22,1,22,0.014,35.4,86.36
AMP_0202,ECW25172.1,77.273,22,5,0,1,22,1,22,0.015,35.4,81.82
AMP_0202,VAW87277.1,77.273,22,5,0,1,22,1,22,0.015,35.4,81.82
AMP_0206,EBX46297.1,100,27,0,0,1,27,66,92,1.43e-11,58.2,100
AMP_0206,KKK66160.1,88.889,27,3,0,1,27,2,28,1.77e-09,51.2,92.59
AMP_0206,ECU01984.1,95.833,24,1,0,1,24,9,32,7.81e-09,51.6,95.83
AMP_0206,MNY21363.1,88.889,27,3,0,1,27,49,75,8.53e-09,50.8,92.59
AMP_0206,EBY96276.1,95.833,24,1,0,1,24,9,32,9.23e-09,50.8,95.83
AMP_0206,EBC61519.1,88.889,27,3,0,1,27,103,129,1.02e-08,51.6,92.59
AMP_0206,ECH68009.1,92.593,27,2,0,1,27,109,135,1.20e-08,51.6,92.59
AMP_0206,ECC68280.1,95.833,24,1,0,1,24,9,32,1.23e-08,50.8,95.83
AMP_0206,ETJ19655.1,88.462,26,3,0,1,26,49,74,1.56e-08,50.1,92.31
AMP_0206,EBC61329.1,95.833,24,1,0,1,24,9,32,1.79e-08,50.1,95.83
AMP_0206,ECH96612.1,92.593,27,2,0,1,27,76,102,1.79e-08,50.4,92.59
AMP_0206,EBU91110.1,95.833,24,1,0,1,24,9,32,1.79e-08,50.4,95.83
AMP_0206,ECI68739.1,81.481,27,5,0,1,27,32,58,2.44e-08,49.3,88.89
AMP_0206,EBY94437.1,91.667,24,2,0,1,24,80,103,3.98e-08,49.7,95.83
AMP_0206,EBC97692.1,88.462,26,3,0,1,26,83,108,4.71e-08,49.7,92.31
AMP_0206,EBC24994.1,80.769,26,5,0,1,26,30,55,4.85e-08,48.5,92.31
AMP_0206,MNE35001.1,91.667,24,2,0,1,24,49,72,5.93e-08,48.5,95.83
AMP_0206,EBW64605.1,88.462,26,3,0,1,26,9,34,6.44e-08,48.5,88.46
AMP_0206,ECE70611.1,88.462,26,3,0,1,26,9,34,6.88e-08,48.5,88.46
AMP_0206,ECD04212.1,84.615,26,4,0,1,26,35,60,7.80e-08,48.1,88.46
AMP_0206,ECG25946.1,95.833,24,1,0,1,24,9,32,1.10e-07,50.1,95.83
AMP_0206,ECU13670.1,92,25,2,0,1,25,154,178,1.12e-07,49.7,92
AMP_0206,ECF39916.1,95.833,24,1,0,1,24,9,32,1.16e-07,50.1,95.83
AMP_0206,EBC93032.1,91.667,24,2,0,1,24,9,32,1.24e-07,48.5,95.83
AMP_0206,ECQ96298.1,84.615,26,4,0,1,26,9,34,1.24e-07,47.8,88.46
AMP_0206,EBT67757.1,84.615,26,4,0,1,26,9,34,1.48e-07,47.4,88.46
AMP_0206,EBT68307.1,84.615,26,4,0,1,26,9,34,1.58e-07,47.4,88.46
AMP_0206,EBW03940.1,84.615,26,4,0,1,26,9,34,1.61e-07,47.4,88.46
AMP_0206,ECC86327.1,84.615,26,4,0,1,26,9,34,1.69e-07,47.4,88.46
AMP_0206,ECE96751.1,84.615,26,4,0,1,26,9,34,1.75e-07,47.4,88.46
AMP_0206,EBU77607.1,95.833,24,1,0,1,24,9,32,1.82e-07,49.7,95.83
AMP_0206,EBC94649.1,92,25,2,0,1,25,78,102,1.94e-07,47.8,92
AMP_0206,EBX65747.1,91.667,24,2,0,1,24,68,91,2.00e-07,47.8,91.67
AMP_0206,ECU46957.1,84.615,26,4,0,1,26,9,34,2.02e-07,47,88.46
AMP_0206,EBI75911.1,84.615,26,4,0,1,26,9,34,2.08e-07,47,88.46
AMP_0206,EBS76421.1,84.615,26,4,0,1,26,9,34,2.56e-07,47,84.62
AMP_0206,EBD01749.1,95.833,24,1,0,1,24,12,35,2.87e-07,48.9,95.83
AMP_0206,ECF13706.1,81.481,27,5,0,1,27,35,61,2.90e-07,46.6,88.89
AMP_0206,ECI01494.1,80.769,26,5,0,1,26,9,34,3.47e-07,46.6,88.46
AMP_0206,EBT51838.1,80.769,26,5,0,1,26,9,34,3.51e-07,46.6,88.46
AMP_0206,ECC34554.1,80.769,26,5,0,1,26,9,34,3.51e-07,46.6,88.46
AMP_0206,ECT80450.1,80.769,26,5,0,1,26,9,34,3.63e-07,46.6,88.46
AMP_0206,EBW66584.1,80.769,26,5,0,1,26,9,34,3.63e-07,46.6,88.46
AMP_0206,EBI25540.1,92,25,2,0,1,25,58,82,3.67e-07,46.6,92
AMP_0206,ECP32074.1,80.769,26,5,0,1,26,9,34,3.75e-07,46.6,88.46
AMP_0206,EBC96890.1,81.481,27,5,0,1,27,35,61,3.77e-07,46.2,88.89
AMP_0206,ECC58976.1,80.769,26,5,0,1,26,9,34,3.79e-07,46.6,88.46
AMP_0206,EBT83111.1,81.481,27,5,0,1,27,40,66,3.82e-07,46.2,88.89
AMP_0206,ECD65960.1,80.769,26,5,0,1,26,9,34,3.92e-07,46.6,88.46
AMP_0206,EBU46447.1,81.481,27,5,0,1,27,35,61,3.94e-07,46.2,88.89
AMP_0206,ECA38686.1,81.481,27,5,0,1,27,35,61,3.98e-07,46.2,88.89
AMP_0206,ECJ59563.1,91.667,24,2,0,1,24,58,81,4.25e-07,47.4,95.83
AMP_0206,ECB72849.1,80.769,26,5,0,1,26,35,60,4.26e-07,46.2,84.62
AMP_0206,EBC88014.1,88,25,3,0,1,25,36,60,4.30e-07,46.2,88
AMP_0206,EBC98438.1,80.769,26,5,0,1,26,36,61,4.31e-07,46.2,84.62
AMP_0206,EBX27976.1,87.5,24,3,0,1,24,30,53,4.32e-07,46.6,91.67
AMP_0206,EBU11389.1,80.769,26,5,0,1,26,9,34,4.40e-07,46.2,88.46
AMP_0206,ECK07382.1,80.769,26,5,0,1,26,9,34,4.42e-07,46.2,88.46
AMP_0206,ECE27152.1,88,25,3,0,1,25,36,60,4.45e-07,46.2,88
AMP_0206,ECF96677.1,87.5,24,3,0,1,24,9,32,4.47e-07,46.2,91.67
AMP_0206,EBP39358.1,84.615,26,4,0,1,26,9,34,4.50e-07,47,88.46
AMP_0206,EBC93254.1,87.5,24,3,0,1,24,9,32,4.56e-07,46.2,91.67
AMP_0206,EBV86836.1,80.769,26,5,0,1,26,35,60,4.60e-07,46.2,84.62
AMP_0206,ECQ13535.1,91.667,24,2,0,1,24,24,47,4.70e-07,46.6,91.67
AMP_0206,ECR11184.1,80.769,26,5,0,1,26,36,61,4.76e-07,46.2,84.62
AMP_0206,EBR64897.1,87.5,24,3,0,1,24,7,30,4.76e-07,46.2,91.67
AMP_0206,ECE43524.1,87.5,24,3,0,1,24,9,32,4.76e-07,46.2,91.67
AMP_0206,ECE79844.1,87.5,24,3,0,1,24,9,32,4.77e-07,46.2,91.67
AMP_0206,EBR79560.1,87.5,24,3,0,1,24,9,32,4.77e-07,46.2,91.67
AMP_0206,ECL69447.1,87.5,24,3,0,1,24,9,32,4.82e-07,46.2,91.67
AMP_0206,ECA26748.1,87.5,24,3,0,1,24,9,32,4.82e-07,46.2,91.67
AMP_0206,EBI31750.1,87.5,24,3,0,1,24,9,32,4.82e-07,46.2,91.67
AMP_0206,EBV52068.1,87.5,24,3,0,1,24,9,32,4.87e-07,46.2,91.67
AMP_0206,EBS54190.1,87.5,24,3,0,1,24,9,32,4.87e-07,46.2,91.67
AMP_0206,ECQ34524.1,87.5,24,3,0,1,24,9,32,4.92e-07,46.2,91.67
AMP_0206,ECL53960.1,87.5,24,3,0,1,24,9,32,4.93e-07,46.2,91.67
AMP_0206,ECB07488.1,87.5,24,3,0,1,24,9,32,4.98e-07,46.2,91.67
AMP_0206,ECD61931.1,87.5,24,3,0,1,24,9,32,4.98e-07,46.2,91.67
AMP_0206,ECI99237.1,87.5,24,3,0,1,24,9,32,4.98e-07,46.2,91.67
AMP_0206,ECN56574.1,87.5,24,3,0,1,24,13,36,5.04e-07,46.2,91.67
AMP_0206,ECB46262.1,87.5,24,3,0,1,24,9,32,5.09e-07,46.2,91.67
AMP_0206,ECI96882.1,87.5,24,3,0,1,24,9,32,5.09e-07,46.2,91.67
AMP_0206,EBX41305.1,88,25,3,0,1,25,34,58,5.12e-07,45.8,88
AMP_0206,EBC91038.1,87.5,24,3,0,1,24,9,32,5.14e-07,46.2,91.67
AMP_0206,EBC90289.1,87.5,24,3,0,1,24,9,32,5.14e-07,46.2,91.67
AMP_0206,ECN91314.1,87.5,24,3,0,1,24,9,32,5.15e-07,46.2,91.67
AMP_0206,ECT27840.1,87.5,24,3,0,1,24,9,32,5.26e-07,46.2,91.67
AMP_0206,EBC80088.1,91.667,24,2,0,1,24,30,53,5.26e-07,46.2,91.67
AMP_0206,ECD00009.1,87.5,24,3,0,1,24,9,32,5.26e-07,46.2,91.67
AMP_0206,ECJ38738.1,87.5,24,3,0,1,24,9,32,5.26e-07,46.2,91.67
AMP_0206,ECQ27648.1,87.5,24,3,0,1,24,9,32,5.26e-07,46.2,91.67
AMP_0206,ECJ14810.1,87.5,24,3,0,1,24,9,32,5.32e-07,46.2,91.67
AMP_0206,EBC19413.1,87.5,24,3,0,1,24,4,27,5.37e-07,46.2,91.67
AMP_0206,EBW56176.1,87.5,24,3,0,1,24,9,32,5.37e-07,46.2,91.67
AMP_0206,EBC87920.1,87.5,24,3,0,1,24,9,32,5.38e-07,46.2,91.67
AMP_0206,ECA22990.1,87.5,24,3,0,1,24,9,32,5.43e-07,46.2,91.67
AMP_0206,ECT58076.1,87.5,24,3,0,1,24,9,32,5.44e-07,46.2,91.67
AMP_0206,EBU59632.1,87.5,24,3,0,1,24,9,32,5.50e-07,46.2,91.67
AMP_0206,ECM11786.1,87.5,24,3,0,1,24,9,32,5.56e-07,46.2,91.67
AMP_0206,EBT63963.1,84.615,26,4,0,1,26,9,34,5.59e-07,46.6,88.46
AMP_0212,SVD79155.1,72.5,40,11,0,1,40,18,57,5.71e-10,55.5,75
AMP_0212,SVA63831.1,66.667,42,14,0,3,44,51,92,7.40e-08,50.1,69.05
AMP_0214,MPM59776.1,67.5,40,13,0,1,40,1,40,6.42e-13,64.3,85
AMP_0214,MNC22082.1,62.5,40,15,0,1,40,1,40,4.03e-10,57.4,82.5
AMP_0214,MNS21214.1,62.5,40,15,0,1,40,1,40,5.85e-10,57,80
AMP_0214,MMZ58363.1,60,40,16,0,1,40,1,40,8.19e-10,56.2,77.5
AMP_0214,MNI26505.1,62.5,40,15,0,1,40,1,40,8.56e-10,56.6,82.5
AMP_0214,MNW31883.1,62.5,40,15,0,1,40,1,40,8.95e-10,56.6,80
AMP_0214,MNI25673.1,60,40,16,0,1,40,24,63,1.32e-09,56.2,80
AMP_0214,MNJ43324.1,60,40,16,0,1,40,1,40,1.97e-09,55.5,82.5
AMP_0214,MNO38097.1,60,40,16,0,1,40,3,42,2.04e-09,55.5,82.5
AMP_0214,MNB98118.1,60,40,16,0,1,40,52,91,4.06e-09,55.1,82.5
AMP_0214,MNB81539.1,65.789,38,13,0,3,40,1,38,6.32e-09,53.9,81.58
AMP_0214,CAN5245652.1,51.282,39,19,0,1,39,1,39,6.56e-09,53.9,79.49
AMP_0214,MNO13248.1,60,40,16,0,1,40,1,40,9.81e-09,53.5,77.5
AMP_0214,MNN08892.1,60,40,16,0,1,40,1,40,1.00e-08,53.5,77.5
AMP_0214,MMZ55241.1,60,40,16,0,1,40,1,40,1.22e-08,53.5,77.5
AMP_0214,MNR80241.1,63.158,38,14,0,1,38,1,38,1.23e-08,53.1,81.58
AMP_0214,MNK55847.1,63.158,38,14,0,1,38,1,38,1.42e-08,53.1,81.58
AMP_0214,MNN35757.1,60,40,16,0,1,40,1,40,2.45e-08,52.4,77.5
AMP_0214,MNW56624.1,60,40,16,0,1,40,1,40,2.50e-08,52.4,77.5
AMP_0214,MNO30359.1,60,40,16,0,1,40,1,40,2.56e-08,52.4,77.5
AMP_0214,MNE35435.1,60,40,16,0,1,40,1,40,3.44e-08,52,77.5
AMP_0214,MNN03466.1,60,40,16,0,1,40,1,40,3.44e-08,52,77.5
AMP_0214,MNW38322.1,60,40,16,0,1,40,1,40,3.52e-08,52,77.5
AMP_0214,MNZ81603.1,60,40,16,0,1,40,1,40,3.52e-08,52,77.5
AMP_0214,CAB4362553.1,62.162,37,14,0,1,37,16,52,6.26e-08,51.2,78.38
AMP_0214,CAN5396698.1,52.632,38,18,0,1,38,1,38,6.38e-08,51.2,76.32
AMP_0214,EBG08788.1,61.111,36,14,0,1,36,26,61,7.49e-08,50.8,77.78
AMP_0214,CAB4562563.1,59.459,37,15,0,1,37,8,44,1.58e-07,50.1,78.38
AMP_0214,MNJ43084.1,52.5,40,19,0,1,40,1,40,1.88e-07,50.1,77.5
AMP_0214,CAB4733533.1,59.459,37,15,0,1,37,1,37,3.18e-07,49.3,72.97
AMP_0214,CAB4894528.1,56.757,37,16,0,1,37,1,37,3.55e-07,49.3,81.08
AMP_0214,CAN5742948.1,50,38,19,0,1,38,8,45,5.96e-07,48.9,73.68
AMP_0214,CAN5815372.1,54.054,37,17,0,1,37,1,37,9.98e-07,48.1,78.38
AMP_0214,ECK52145.1,50,36,18,0,1,36,1,36,1.11e-06,45.8,77.78
AMP_0214,SVA04706.1,50,38,19,0,1,38,2,39,1.35e-06,47.8,68.42
AMP_0214,MPL92684.1,52.778,36,17,0,1,36,1,36,2.01e-06,47.4,80.56
AMP_0214,EBX14036.1,54.054,37,17,0,1,37,2,38,2.61e-06,45.4,72.97
AMP_0214,KAF5061379.1,45.946,37,20,0,1,37,1,37,4.56e-06,46.2,81.08
AMP_0214,CAN5570866.1,52.778,36,17,0,1,36,1,36,5.64e-06,45.8,75
AMP_0214,EDH44058.1,54.054,37,17,0,1,37,2,38,5.66e-06,45.4,72.97
AMP_0214,GAI35544.1,42.105,38,22,0,1,38,1,38,6.79e-06,45.1,78.95
AMP_0214,EBO64756.1,54.054,37,17,0,1,37,2,38,7.54e-06,45.8,72.97
AMP_0214,CAB4691167.1,52.632,38,18,0,1,38,1,38,8.41e-06,45.4,76.32
AMP_0214,ECK59817.1,54.054,37,17,0,1,37,2,38,8.48e-06,45.4,72.97
AMP_0214,CAN5264520.1,55.556,36,16,0,1,36,1,36,1.07e-05,45.4,77.78
AMP_0214,ECF28684.1,51.351,37,18,0,1,37,2,38,1.16e-05,45.1,78.38
AMP_0214,VAX19053.1,52.632,38,18,0,1,38,1,38,1.25e-05,45.1,71.05
AMP_0214,EDG94385.1,58.333,36,15,0,1,36,36,71,1.28e-05,44.3,75
AMP_0214,ECW12556.1,50,36,18,0,1,36,1,36,1.48e-05,45.1,83.33
AMP_0214,ECJ22973.1,58.333,36,15,0,1,36,36,71,1.51e-05,44.3,75
AMP_0214,CAN5434440.1,55.556,36,16,0,1,36,1,36,1.57e-05,45.1,75
AMP_0214,CAN5884377.1,47.368,38,20,0,1,38,1,38,1.82e-05,44.7,71.05
AMP_0214,EBX70633.1,50,36,18,0,1,36,15,50,1.90e-05,43.5,77.78
AMP_0214,EDJ23691.1,55.556,36,16,0,1,36,105,140,2.40e-05,44.7,75
AMP_0214,MNI48294.1,55.556,36,16,0,1,36,1,36,2.60e-05,44.3,75
AMP_0214,CAN5612512.1,51.429,35,17,0,2,36,3,37,3.13e-05,44.3,80
AMP_0214,EBS46543.1,52.778,36,17,0,1,36,2,37,3.98e-05,43.9,72.22
AMP_0214,MNW26706.1,48.571,35,18,0,2,36,3,37,4.53e-05,43.9,80
AMP_0214,CAN5683580.1,62.069,29,11,0,7,35,5,33,4.69e-05,43.5,79.31
AMP_0214,KAF5048015.1,51.351,37,18,0,1,37,1,37,5.45e-05,43.5,72.97
AMP_0214,ECH59556.1,48.649,37,19,0,1,37,1,37,5.52e-05,42.4,67.57
AMP_0214,CAN5573136.1,51.351,37,18,0,1,37,1,37,6.33e-05,43.1,70.27
AMP_0214,CAN5730620.1,50,36,18,0,1,36,1,36,6.38e-05,43.1,72.22
AMP_0214,EBP81939.1,42.5,40,23,0,1,40,3,42,6.74e-05,42,65
AMP_0214,EBV11332.1,51.351,37,18,0,1,37,92,128,7.63e-05,43.1,72.97
AMP_0214,ECK29623.1,52.778,36,17,0,1,36,3,38,7.86e-05,42,69.44
AMP_0214,ECH58718.1,48.649,37,19,0,1,37,1,37,8.27e-05,41.6,72.97
AMP_0214,EDG83772.1,50,36,18,0,1,36,1,36,9.90e-05,42,75
AMP_0214,CAN5172479.1,47.222,36,19,0,1,36,1,36,1.17e-04,42.4,77.78
AMP_0214,CAN5353960.1,52.778,36,17,0,1,36,1,36,1.23e-04,42.4,72.22
AMP_0214,CUR56154.1,54.286,35,16,0,2,36,3,37,1.30e-04,42.4,77.14
AMP_0214,MNS48194.1,52.778,36,17,0,1,36,1,36,1.46e-04,42.4,72.22
AMP_0214,MND76943.1,52.778,36,17,0,1,36,1,36,1.54e-04,42.4,72.22
AMP_0214,CAN5467249.1,47.222,36,19,0,1,36,1,36,1.57e-04,42,75
AMP_0214,SVB44885.1,44.444,36,20,0,1,36,1,36,1.73e-04,42,77.78
AMP_0214,ECV21305.1,45.946,37,20,0,1,37,39,75,1.73e-04,42.4,75.68
AMP_0214,CAN5142034.1,50,36,18,0,2,37,3,38,1.78e-04,42,75
